trace_id,row_index,item_id,agent_id,parent_id,event_type,timestamp,content_length_chars,token_count,steps_since_last_seen,seconds_since_last_seen,measured_latency_seconds,dag_completion_fraction,agent_depth,fan_out,is_dependency_of_sink,will_be_reused,event_type_model_call,event_type_tool_call,event_type_final_answer
fake_run_1,0,fake_run_1_item0_085945,main,,tool_call,2026-08-10T06:00:00+00:00,1400,104,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_1,1,fake_run_1_item1_839748,main,,final_answer,2026-08-10T06:00:12+00:00,911,252,1,23.68889700567014,,,0,0,False,1,0,0,1
fake_run_1,2,fake_run_1_item2_450459,main,,final_answer,2026-08-10T06:00:24+00:00,469,50,2,24.771467591489483,,,0,0,False,0,0,0,1
fake_run_1,3,fake_run_1_item3_067920,main,,model_call,2026-08-10T06:00:36+00:00,1941,225,3,19.134099774100914,1.5161996713967392,,0,0,False,0,1,0,0
fake_run_1,4,fake_run_1_item4_893121,main,,tool_call,2026-08-10T06:00:48+00:00,1005,26,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_1,5,fake_run_1_item5_744762,main,,model_call,2026-08-10T06:01:00+00:00,171,237,5,29.041537106809194,0.65171813374049,,0,0,False,0,1,0,0
fake_run_1,6,fake_run_1_item6_564499,main,,model_call,2026-08-10T06:01:12+00:00,1346,470,-1,-1.0,0.9514622819592449,,0,0,False,0,1,0,0
fake_run_1,7,fake_run_1_item7_435216,main,,tool_call,2026-08-10T06:01:24+00:00,1613,421,3,9.714815920770212,,,0,0,False,0,0,1,0
fake_run_1,8,fake_run_1_item8_796842,main,,model_call,2026-08-10T06:01:36+00:00,1578,391,2,4.622698266474639,0.3998964141299691,,0,0,False,1,1,0,0
fake_run_2,0,fake_run_2_item0_037262,main,,tool_call,2026-08-10T06:00:00+00:00,296,126,4,14.03801537838103,,,0,0,False,0,0,1,0
fake_run_2,1,fake_run_2_item1_114530,main,,tool_call,2026-08-10T06:00:12+00:00,176,383,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_2,2,fake_run_2_item2_794912,main,,tool_call,2026-08-10T06:00:24+00:00,621,303,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_2,3,fake_run_2_item3_030817,main,,model_call,2026-08-10T06:00:36+00:00,88,120,-1,-1.0,0.8171164345848998,,0,0,False,0,1,0,0
fake_run_2,4,fake_run_2_item4_126280,main,,model_call,2026-08-10T06:00:48+00:00,1122,254,-1,-1.0,0.5872581561575906,,0,0,False,0,1,0,0
fake_run_2,5,fake_run_2_item5_783898,main,,tool_call,2026-08-10T06:01:00+00:00,656,87,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_2,6,fake_run_2_item6_717058,main,,model_call,2026-08-10T06:01:12+00:00,339,450,-1,-1.0,1.444746465257841,,0,0,False,0,1,0,0
fake_run_3,0,fake_run_3_item0_238766,main,,model_call,2026-08-10T06:00:00+00:00,616,343,3,13.661610129433905,,,0,0,False,0,1,0,0
fake_run_3,1,fake_run_3_item1_630282,main,,model_call,2026-08-10T06:00:12+00:00,745,454,-1,-1.0,0.23610000365081857,,0,0,False,0,1,0,0
fake_run_3,2,fake_run_3_item2_263524,main,,tool_call,2026-08-10T06:00:24+00:00,1561,134,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_3,3,fake_run_3_item3_716890,main,,model_call,2026-08-10T06:00:36+00:00,272,230,-1,-1.0,0.19287228521078323,,0,0,False,0,1,0,0
fake_run_3,4,fake_run_3_item4_463205,main,,model_call,2026-08-10T06:00:48+00:00,1716,14,-1,-1.0,1.1584812159268978,,0,0,False,0,1,0,0
fake_run_3,5,fake_run_3_item5_758519,main,,tool_call,2026-08-10T06:01:00+00:00,297,294,-1,-1.0,,,0,0,False,0,0,1,0
